RUN	bank.BalanceSimulation	balancesimulation	1593599353025	 	3.3.1
USER	Balance	1671	START	1593599365002	1593599365002
USER	Balance	1670	START	1593599365002	1593599365002
USER	Balance	1672	START	1593599365002	1593599365002
USER	Balance	1675	START	1593599365013	1593599365013
USER	Balance	1673	START	1593599365013	1593599365013
USER	Balance	1674	START	1593599365013	1593599365013
REQUEST	320		Get Balance	1593599360490	1593599365016	OK	 
USER	Balance	320	END	1593599360489	1593599365016
REQUEST	321		Get Balance	1593599360489	1593599365019	OK	 
USER	Balance	321	END	1593599360489	1593599365020
USER	Balance	1676	START	1593599365023	1593599365023
USER	Balance	1677	START	1593599365023	1593599365023
USER	Balance	1678	START	1593599365023	1593599365023
USER	Balance	1680	START	1593599365028	1593599365028
USER	Balance	1681	START	1593599365028	1593599365028
USER	Balance	1679	START	1593599365028	1593599365028
REQUEST	319		Get Balance	1593599360490	1593599365030	OK	 
USER	Balance	319	END	1593599360489	1593599365030
USER	Balance	1683	START	1593599365039	1593599365039
USER	Balance	1684	START	1593599365039	1593599365039
USER	Balance	1682	START	1593599365039	1593599365039
USER	Balance	1686	START	1593599365050	1593599365050
USER	Balance	1685	START	1593599365050	1593599365050
USER	Balance	1687	START	1593599365050	1593599365050
REQUEST	323		Get Balance	1593599360500	1593599365060	OK	 
USER	Balance	323	END	1593599360500	1593599365060
USER	Balance	1688	START	1593599365060	1593599365060
USER	Balance	1689	START	1593599365060	1593599365060
USER	Balance	1690	START	1593599365060	1593599365060
USER	Balance	1691	START	1593599365071	1593599365071
USER	Balance	1693	START	1593599365071	1593599365071
USER	Balance	1692	START	1593599365071	1593599365071
REQUEST	324		Get Balance	1593599360500	1593599365076	OK	 
USER	Balance	324	END	1593599360500	1593599365077
USER	Balance	1695	START	1593599365082	1593599365082
USER	Balance	1694	START	1593599365082	1593599365082
USER	Balance	1696	START	1593599365082	1593599365082
USER	Balance	1698	START	1593599365093	1593599365093
USER	Balance	1697	START	1593599365093	1593599365093
USER	Balance	1699	START	1593599365093	1593599365093
USER	Balance	1701	START	1593599365103	1593599365103
USER	Balance	1700	START	1593599365103	1593599365103
USER	Balance	1702	START	1593599365103	1593599365103
USER	Balance	1705	START	1593599365108	1593599365108
USER	Balance	1703	START	1593599365108	1593599365108
USER	Balance	1704	START	1593599365108	1593599365108
REQUEST	322		Get Balance	1593599360500	1593599365109	OK	 
USER	Balance	322	END	1593599360500	1593599365109
USER	Balance	1708	START	1593599365118	1593599365118
USER	Balance	1706	START	1593599365118	1593599365118
USER	Balance	1707	START	1593599365118	1593599365118
USER	Balance	1709	START	1593599365129	1593599365129
USER	Balance	1711	START	1593599365129	1593599365129
USER	Balance	1710	START	1593599365129	1593599365129
USER	Balance	1713	START	1593599365140	1593599365140
USER	Balance	1714	START	1593599365140	1593599365140
USER	Balance	1712	START	1593599365140	1593599365140
USER	Balance	1715	START	1593599365150	1593599365150
USER	Balance	1716	START	1593599365150	1593599365150
USER	Balance	1717	START	1593599365150	1593599365150
REQUEST	330		Get Balance	1593599360522	1593599365154	OK	 
USER	Balance	330	END	1593599360521	1593599365154
REQUEST	325		Get Balance	1593599360511	1593599365158	OK	 
USER	Balance	325	END	1593599360510	1593599365159
USER	Balance	1718	START	1593599365160	1593599365160
USER	Balance	1720	START	1593599365160	1593599365160
USER	Balance	1719	START	1593599365160	1593599365160
REQUEST	326		Get Balance	1593599360511	1593599365162	OK	 
USER	Balance	326	END	1593599360510	1593599365162
USER	Balance	1723	START	1593599365171	1593599365171
USER	Balance	1722	START	1593599365171	1593599365171
USER	Balance	1721	START	1593599365171	1593599365171
REQUEST	327		Get Balance	1593599360511	1593599365173	OK	 
USER	Balance	327	END	1593599360510	1593599365173
USER	Balance	1725	START	1593599365182	1593599365182
USER	Balance	1726	START	1593599365182	1593599365182
USER	Balance	1724	START	1593599365182	1593599365182
USER	Balance	1727	START	1593599365193	1593599365193
USER	Balance	1729	START	1593599365193	1593599365193
USER	Balance	1728	START	1593599365193	1593599365193
USER	Balance	1730	START	1593599365203	1593599365203
USER	Balance	1731	START	1593599365203	1593599365203
USER	Balance	1732	START	1593599365203	1593599365203
USER	Balance	1734	START	1593599365208	1593599365208
USER	Balance	1733	START	1593599365208	1593599365208
USER	Balance	1735	START	1593599365208	1593599365208
REQUEST	328		Get Balance	1593599360522	1593599365214	OK	 
REQUEST	329		Get Balance	1593599360522	1593599365214	OK	 
USER	Balance	329	END	1593599360521	1593599365214
USER	Balance	328	END	1593599360521	1593599365214
USER	Balance	1738	START	1593599365218	1593599365218
USER	Balance	1737	START	1593599365218	1593599365218
USER	Balance	1736	START	1593599365218	1593599365218
USER	Balance	1739	START	1593599365229	1593599365229
USER	Balance	1740	START	1593599365229	1593599365229
USER	Balance	1741	START	1593599365229	1593599365229
USER	Balance	1742	START	1593599365239	1593599365239
USER	Balance	1744	START	1593599365239	1593599365239
USER	Balance	1743	START	1593599365239	1593599365239
REQUEST	331		Get Balance	1593599360533	1593599365244	OK	 
USER	Balance	331	END	1593599360532	1593599365245
USER	Balance	1746	START	1593599365249	1593599365249
USER	Balance	1747	START	1593599365249	1593599365249
USER	Balance	1745	START	1593599365249	1593599365249
USER	Balance	1749	START	1593599365260	1593599365260
USER	Balance	1748	START	1593599365260	1593599365260
USER	Balance	1750	START	1593599365260	1593599365260
USER	Balance	1751	START	1593599365271	1593599365271
USER	Balance	1752	START	1593599365271	1593599365271
USER	Balance	1753	START	1593599365271	1593599365271
REQUEST	332		Get Balance	1593599360532	1593599365271	OK	 
USER	Balance	332	END	1593599360532	1593599365271
USER	Balance	1754	START	1593599365281	1593599365281
USER	Balance	1756	START	1593599365281	1593599365281
USER	Balance	1755	START	1593599365281	1593599365281
USER	Balance	1759	START	1593599365291	1593599365291
USER	Balance	1757	START	1593599365291	1593599365291
USER	Balance	1758	START	1593599365291	1593599365291
USER	Balance	1760	START	1593599365302	1593599365302
USER	Balance	1762	START	1593599365302	1593599365302
USER	Balance	1761	START	1593599365302	1593599365302
USER	Balance	1764	START	1593599365312	1593599365312
USER	Balance	1763	START	1593599365312	1593599365312
USER	Balance	1765	START	1593599365312	1593599365312
USER	Balance	1767	START	1593599365322	1593599365322
USER	Balance	1768	START	1593599365322	1593599365322
USER	Balance	1766	START	1593599365322	1593599365322
USER	Balance	1770	START	1593599365333	1593599365333
USER	Balance	1771	START	1593599365333	1593599365333
USER	Balance	1769	START	1593599365333	1593599365333
USER	Balance	1772	START	1593599365338	1593599365338
USER	Balance	1773	START	1593599365338	1593599365338
USER	Balance	1774	START	1593599365338	1593599365338
USER	Balance	1777	START	1593599365349	1593599365349
USER	Balance	1775	START	1593599365349	1593599365349
USER	Balance	1776	START	1593599365349	1593599365349
USER	Balance	1779	START	1593599365360	1593599365360
USER	Balance	1780	START	1593599365360	1593599365360
USER	Balance	1778	START	1593599365360	1593599365360
USER	Balance	1781	START	1593599365370	1593599365370
USER	Balance	1783	START	1593599365370	1593599365370
USER	Balance	1782	START	1593599365370	1593599365370
USER	Balance	1786	START	1593599365381	1593599365381
USER	Balance	1784	START	1593599365381	1593599365381
USER	Balance	1785	START	1593599365381	1593599365381
USER	Balance	1789	START	1593599365392	1593599365392
USER	Balance	1788	START	1593599365392	1593599365392
USER	Balance	1787	START	1593599365392	1593599365392
USER	Balance	1791	START	1593599365403	1593599365403
USER	Balance	1790	START	1593599365402	1593599365402
USER	Balance	1792	START	1593599365403	1593599365403
USER	Balance	1793	START	1593599365413	1593599365413
USER	Balance	1794	START	1593599365413	1593599365413
USER	Balance	1795	START	1593599365413	1593599365413
USER	Balance	1798	START	1593599365418	1593599365418
USER	Balance	1797	START	1593599365418	1593599365418
USER	Balance	1796	START	1593599365418	1593599365418
USER	Balance	1801	START	1593599365429	1593599365429
USER	Balance	1799	START	1593599365429	1593599365429
USER	Balance	1800	START	1593599365429	1593599365429
USER	Balance	1802	START	1593599365440	1593599365440
USER	Balance	1804	START	1593599365440	1593599365440
USER	Balance	1803	START	1593599365440	1593599365440
USER	Balance	1805	START	1593599365450	1593599365450
USER	Balance	1807	START	1593599365451	1593599365451
USER	Balance	1806	START	1593599365450	1593599365450
USER	Balance	1808	START	1593599365461	1593599365461
USER	Balance	1809	START	1593599365461	1593599365461
USER	Balance	1810	START	1593599365461	1593599365461
USER	Balance	1812	START	1593599365472	1593599365472
USER	Balance	1813	START	1593599365472	1593599365472
USER	Balance	1811	START	1593599365472	1593599365472
USER	Balance	1814	START	1593599365483	1593599365483
USER	Balance	1816	START	1593599365483	1593599365483
USER	Balance	1815	START	1593599365483	1593599365483
REQUEST	334		Get Balance	1593599360544	1593599365492	OK	 
USER	Balance	334	END	1593599360543	1593599365493
USER	Balance	1818	START	1593599365493	1593599365493
USER	Balance	1819	START	1593599365493	1593599365493
USER	Balance	1817	START	1593599365493	1593599365493
USER	Balance	1821	START	1593599365503	1593599365503
USER	Balance	1820	START	1593599365503	1593599365503
USER	Balance	1822	START	1593599365503	1593599365503
REQUEST	333		Get Balance	1593599360544	1593599365504	OK	 
USER	Balance	333	END	1593599360543	1593599365505
USER	Balance	1823	START	1593599365514	1593599365514
USER	Balance	1825	START	1593599365514	1593599365514
USER	Balance	1824	START	1593599365514	1593599365514
USER	Balance	1827	START	1593599365518	1593599365518
USER	Balance	1826	START	1593599365518	1593599365518
USER	Balance	1828	START	1593599365518	1593599365518
USER	Balance	1832	START	1593599365518	1593599365518
USER	Balance	1833	START	1593599365518	1593599365518
USER	Balance	1834	START	1593599365518	1593599365518
REQUEST	338		Get Balance	1593599360549	1593599365525	OK	 
USER	Balance	338	END	1593599360548	1593599365526
USER	Balance	1829	START	1593599365528	1593599365528
USER	Balance	1831	START	1593599365528	1593599365528
USER	Balance	1830	START	1593599365528	1593599365528
USER	Balance	1836	START	1593599365550	1593599365550
USER	Balance	1837	START	1593599365550	1593599365550
USER	Balance	1835	START	1593599365550	1593599365550
REQUEST	335		Get Balance	1593599360544	1593599365550	OK	 
USER	Balance	335	END	1593599360544	1593599365551
USER	Balance	1838	START	1593599365561	1593599365561
USER	Balance	1840	START	1593599365561	1593599365561
USER	Balance	1839	START	1593599365561	1593599365561
USER	Balance	1842	START	1593599365571	1593599365571
USER	Balance	1843	START	1593599365571	1593599365571
USER	Balance	1841	START	1593599365571	1593599365571
REQUEST	341		Get Balance	1593599360559	1593599365575	OK	 
USER	Balance	341	END	1593599360558	1593599365578
USER	Balance	1846	START	1593599365582	1593599365582
USER	Balance	1845	START	1593599365582	1593599365582
USER	Balance	1844	START	1593599365582	1593599365582
REQUEST	337		Get Balance	1593599360549	1593599365592	OK	 
USER	Balance	1847	START	1593599365593	1593599365593
USER	Balance	1848	START	1593599365593	1593599365593
USER	Balance	1849	START	1593599365593	1593599365593
USER	Balance	337	END	1593599360548	1593599365593
REQUEST	336		Get Balance	1593599360549	1593599365594	OK	 
USER	Balance	336	END	1593599360548	1593599365595
USER	Balance	1852	START	1593599365603	1593599365603
USER	Balance	1850	START	1593599365603	1593599365603
USER	Balance	1851	START	1593599365603	1593599365603
REQUEST	340		Get Balance	1593599360559	1593599365608	OK	 
USER	Balance	340	END	1593599360558	1593599365609
USER	Balance	1855	START	1593599365614	1593599365614
USER	Balance	1853	START	1593599365614	1593599365614
USER	Balance	1854	START	1593599365614	1593599365614
USER	Balance	1857	START	1593599365618	1593599365618
USER	Balance	1858	START	1593599365618	1593599365618
USER	Balance	1856	START	1593599365618	1593599365618
USER	Balance	1861	START	1593599365628	1593599365628
USER	Balance	1860	START	1593599365628	1593599365628
USER	Balance	1859	START	1593599365628	1593599365628
REQUEST	339		Get Balance	1593599360559	1593599365633	OK	 
USER	Balance	339	END	1593599360558	1593599365634
USER	Balance	1862	START	1593599365639	1593599365639
USER	Balance	1863	START	1593599365639	1593599365639
USER	Balance	1864	START	1593599365639	1593599365639
USER	Balance	1866	START	1593599365650	1593599365650
USER	Balance	1867	START	1593599365650	1593599365650
USER	Balance	1865	START	1593599365650	1593599365650
USER	Balance	1868	START	1593599365660	1593599365660
USER	Balance	1870	START	1593599365660	1593599365660
USER	Balance	1869	START	1593599365660	1593599365660
USER	Balance	1872	START	1593599365671	1593599365671
USER	Balance	1873	START	1593599365671	1593599365671
USER	Balance	1871	START	1593599365671	1593599365671
REQUEST	342		Get Balance	1593599360569	1593599365671	OK	 
USER	Balance	342	END	1593599360569	1593599365672
USER	Balance	1876	START	1593599365682	1593599365682
USER	Balance	1874	START	1593599365682	1593599365682
USER	Balance	1875	START	1593599365682	1593599365682
USER	Balance	1877	START	1593599365693	1593599365693
USER	Balance	1878	START	1593599365693	1593599365693
USER	Balance	1879	START	1593599365693	1593599365693
REQUEST	343		Get Balance	1593599360569	1593599365699	OK	 
USER	Balance	343	END	1593599360569	1593599365699
REQUEST	344		Get Balance	1593599360569	1593599365701	OK	 
USER	Balance	344	END	1593599360569	1593599365701
USER	Balance	1881	START	1593599365703	1593599365703
USER	Balance	1880	START	1593599365703	1593599365703
USER	Balance	1882	START	1593599365703	1593599365703
USER	Balance	1885	START	1593599365708	1593599365708
USER	Balance	1883	START	1593599365708	1593599365708
USER	Balance	1884	START	1593599365708	1593599365708
USER	Balance	1888	START	1593599365719	1593599365719
USER	Balance	1886	START	1593599365719	1593599365719
USER	Balance	1887	START	1593599365719	1593599365719
USER	Balance	1889	START	1593599365730	1593599365730
USER	Balance	1891	START	1593599365730	1593599365730
USER	Balance	1890	START	1593599365730	1593599365730
USER	Balance	1893	START	1593599365740	1593599365740
USER	Balance	1892	START	1593599365740	1593599365740
USER	Balance	1894	START	1593599365740	1593599365740
USER	Balance	1897	START	1593599365751	1593599365751
USER	Balance	1895	START	1593599365750	1593599365750
USER	Balance	1896	START	1593599365751	1593599365751
REQUEST	349		Get Balance	1593599360591	1593599365751	OK	 
USER	Balance	349	END	1593599360590	1593599365752
USER	Balance	1900	START	1593599365761	1593599365761
USER	Balance	1898	START	1593599365761	1593599365761
USER	Balance	1899	START	1593599365761	1593599365761
REQUEST	347		Get Balance	1593599360580	1593599365763	OK	 
USER	Balance	347	END	1593599360579	1593599365764
USER	Balance	1903	START	1593599365772	1593599365772
USER	Balance	1901	START	1593599365772	1593599365772
USER	Balance	1902	START	1593599365772	1593599365772
REQUEST	345		Get Balance	1593599360580	1593599365778	OK	 
USER	Balance	345	END	1593599360579	1593599365778
USER	Balance	1905	START	1593599365782	1593599365782
USER	Balance	1904	START	1593599365782	1593599365782
USER	Balance	1906	START	1593599365782	1593599365782
REQUEST	350		Get Balance	1593599360591	1593599365784	OK	 
USER	Balance	350	END	1593599360590	1593599365785
USER	Balance	1909	START	1593599365793	1593599365793
USER	Balance	1908	START	1593599365793	1593599365793
